input_text,target_reason
hate-speech-qa: Ngữ cảnh: 'Đem đưa lên cơ sơ xo thẩm quyền THP bốc phân mà ăn :)' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng cụm từ 'bốc phân mà ăn' là lời lẽ xúc phạm, hạ thấp nhân phẩm, phi nhân hóa và có ý đồ làm nhục đối tượng."
hate-speech-qa: Ngữ cảnh: 'Trương Duy lz mẹ' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ tục tĩu, xúc phạm trực tiếp người khác bằng cụm từ chửi rủa thô tục là ""'lz mẹ'""."
hate-speech-qa: Ngữ cảnh: 'Ns vậy lại xúc phạm cái đầu b**i 😐' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ tục tĩu, xúc phạm trực tiếp ""'đầu b**i'"" để hạ thấp và miệt thị đối tượng, thể hiện sự khinh miệt."
"hate-speech-qa: Ngữ cảnh: 'Lâm Quốc Huy đại học là oke ông , còn cấp 3 thì coi chừng thầy cô nứng :))' Câu hỏi: Tại sao câu này độc hại?","Sử dụng từ 'nứng' là tục tĩu, ám chỉ ham muốn tình dục không phù hợp của giáo viên, xúc phạm và thiếu tôn trọng."
hate-speech-qa: Ngữ cảnh: 'Con nay chat kiep sau no moi thay doi tinh.no khong con thuoc chua roi.con CORONA VIRUT cang no cho no benh chet di.dong ho ba doi nha no bi benh corona virut cho no biet the nao la dau kho.' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ nguyền rủa 'chat kiep sau', 'benh chet di', và 'bi benh corona virut cho no biet the nao la dau kho', thể hiện mong muốn cái chết và bệnh tật cho người khác."
hate-speech-qa: Ngữ cảnh: 'trong nội bộ tổ chức tụi bây còn không tin nhau thì nhân dân nào mà tin tuyên giáo búa liềm' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ 'tụi bây' mang tính miệt thị, hạ thấp đối tượng, và quy chụp sự thiếu tin cậy cho 'tuyên giáo búa liềm'."
hate-speech-qa: Ngữ cảnh: 'Nó mỗi thế thôi 1 lũ lao vào chửi nó ko ra con người. Vl thật bọn trẻ' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ 'Vl' tục tĩu và 'ko ra con người' mang tính xúc phạm, phi nhân hóa đối tượng."
"hate-speech-qa: Ngữ cảnh: 'Trắng biến thành đen , có biến thành ko , ko biến thành có họ còn làm được chứ trắng biến thành xanh là chuyện nhỏ' Câu hỏi: Tại sao câu này độc hại?","Sử dụng từ ngữ mỉa mai và quy chụp về hành vi gian dối như “‘trắng biến thành đen’”, nhằm công kích và hạ thấp đối tượng."
hate-speech-qa: Ngữ cảnh: 'kệ mẹ thầy' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng cụm từ tục tĩu ""'kệ mẹ'"" thể hiện sự khinh thường, thiếu tôn trọng nghiêm trọng đối với người được nhắc đến, đặc biệt là ""thầy""."
hate-speech-qa: Ngữ cảnh: 'Hiếu Bến Tre lũ người haha là cặn bã' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ miệt thị ""'lũ người'"" để phi nhân hóa và ""'cặn bã'"" để xúc phạm, hạ thấp giá trị một nhóm người."
hate-speech-qa: Ngữ cảnh: 'M ngu qquua m chết mẹ m đi i ad' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ 'ngu' mang tính miệt thị và lời nguyền rủa 'chết mẹ m đi' thể hiện sự thù địch, xúc phạm nghiêm trọng."
hate-speech-qa: Ngữ cảnh: 'Chửi cũng nể nang chứ. Đkm tao báo công an bắt chết cụ mày. Phạt mày 5 tr bây giờ. 😂😂😂😂😂😂' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ tục tĩu ('Đkm') và đe dọa bạo lực nghiêm trọng ('bắt chết cụ mày'), gây xúc phạm và sợ hãi."
hate-speech-qa: Ngữ cảnh: 'Con bóng già h mới lộ :v :)))' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ miệt thị ""'con bóng'"" để xúc phạm người đồng tính, thể hiện sự kỳ thị và phân biệt đối xử dựa trên xu hướng tính dục."
hate-speech-qa: Ngữ cảnh: 'thử con nhung lây cho m thử .m k chử nó đi .đạo đức giả' Câu hỏi: Tại sao câu này độc hại?,"Chứa lời xúc phạm trực tiếp ('đạo đức giả') và kích động 'chửi' rủa người khác, khuyến khích hành vi công kích và lăng mạ."
"hate-speech-qa: Ngữ cảnh: 'có tiền cứ làm,chỉ có bọn không có tiền làm mới ý kiến lọ chai' Câu hỏi: Tại sao câu này độc hại?",Câu này miệt thị nhóm người 'bọn không có tiền' và coi thường ý kiến của họ ('ý kiến lọ chai') dựa trên địa vị kinh tế.
"hate-speech-qa: Ngữ cảnh: 'Hoàng Văn nếu là nhà tài trợ thưởng thì ko mất thuế,nhưng sợ ko biết có tới tay mấy e đc ko nè' Câu hỏi: Tại sao câu này độc hại?","Sử dụng 'mấy e' với hàm ý hạ thấp, coi thường đối tượng nhận thưởng, ngụ ý họ dễ bị lợi dụng hoặc không có khả năng tự chủ."
"hate-speech-qa: Ngữ cảnh: 'Em nó vào tù chỉ vì ngu mà chết. Chúng nó ở Mẽo nhận đc gói tiền to to, ném tiền về với gói nhỏ nhỏ, đến lúc em này đc nhận chỉ là 200k và tù. Ngu chưa con' Câu hỏi: Tại sao câu này độc hại?","Sử dụng từ ngữ 'ngu mà chết', 'Ngu chưa con' để miệt thị, xúc phạm và hạ thấp giá trị của người khác, đặc biệt khi họ gặp nạn."
hate-speech-qa: Ngữ cảnh: 'Thằng này nó nghĩ nó là ai. Không cách ly thì cút qua nước khác mà sống.' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ 'cút' và cụm 'qua nước khác mà sống' mang tính xúc phạm, kỳ thị, và xua đuổi người khác khỏi cộng đồng."
hate-speech-qa: Ngữ cảnh: 'Cái thứ hạ đẳng :))' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ 'hạ đẳng' xúc phạm, miệt thị, gán nhãn người khác là thấp kém, hạ thấp nhân phẩm và phân biệt đối xử."
hate-speech-qa: Ngữ cảnh: 'Ca nha oi co 1 ba khung bi tam than .kieu no di cau an cuc di......' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ miệt thị ""ba khung"", ""bi tam than"" và ""cau an cuc di"" để xúc phạm, kỳ thị người có vấn đề tâm lý và hoàn cảnh khó khăn."
hate-speech-qa: Ngữ cảnh: 'Lấy tiền miền nam đi nuôi một lũ con cháu trung quốc' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ 'lũ' kết hợp với 'con cháu trung quốc' là lời lẽ miệt thị, phân biệt chủng tộc, và xúc phạm người gốc Trung Quốc."
"hate-speech-qa: Ngữ cảnh: 'Anh mày thiếu nợ giang hồ hóc môn, mày cũng thiếu nợ không dám về Việt Nam, bày đặc làm banh' Câu hỏi: Tại sao câu này độc hại?","Sử dụng từ ngữ 'mày', 'thiếu nợ', 'không dám về Việt Nam', 'bày đặc làm banh' để công kích cá nhân, hạ thấp nhân phẩm người nhận."
hate-speech-qa: Ngữ cảnh: 'Nhung ơi Nhung ra đây mà xem nè em :) xem em đã làm j cho đất nước nè :)' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng giọng điệu mỉa mai, công kích cá nhân, ngụ ý 'đã làm j cho đất nước' theo hướng tiêu cực, gây nhục mạ công khai."
"hate-speech-qa: Ngữ cảnh: 'Ông xạo quá đi ông ơi, nói chuyện tào lao, già rồi sao mà xạo dữ vậy trời?' Câu hỏi: Tại sao câu này độc hại?","Sử dụng từ ngữ 'xạo', 'tào lao' và miệt thị tuổi tác 'già rồi sao mà xạo dữ vậy trời?' để xúc phạm, hạ thấp và công kích cá nhân."
hate-speech-qa: Ngữ cảnh: '@Kỹ Năng Sinh Tồn ngáo đá hả bạn có làm j bn chưa mà chửi người ta' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ 'ngáo đá' là từ lóng miệt thị, ám chỉ người dùng ma túy, xúc phạm nhân phẩm và trí tuệ người khác."
hate-speech-qa: Ngữ cảnh: 'Tao gõ chớt mẹ mày chứ ở đó mà múa . Abe said :))' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng cụm từ 'gõ chớt mẹ mày' là lời đe dọa bạo lực, mang tính xúc phạm và thù địch nghiêm trọng."
hate-speech-qa: Ngữ cảnh: 'Style khoe cu của mấy anh biến thái à 🙃' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ tục tĩu 'khoe cu' và nhãn mác 'biến thái' để miệt thị, gán ghép hành vi lệch lạc tình dục, mang tính xúc phạm và phán xét."
hate-speech-qa: Ngữ cảnh: 'Giết nó' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ 'Giết nó' trực tiếp kêu gọi bạo lực, đe dọa tính mạng và kích động hành vi gây hại nghiêm trọng."
hate-speech-qa: Ngữ cảnh: 'chú nói cả dân tộc việt nam cùng đồng lòng nhưng nhung thì không' Câu hỏi: Tại sao câu này độc hại?,"Cô lập cá nhân ('nhưng nhung thì không') khỏi sự đồng lòng của dân tộc, kích động chia rẽ."
hate-speech-qa: Ngữ cảnh: 'Lo mà phụ mẹ giúp cha cực kì thuyết phục mả cha chúng mày' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng lời nguyền rủa 'mả cha chúng mày' nhắm vào tổ tiên, thể hiện sự xúc phạm và thù địch nghiêm trọng."
hate-speech-qa: Ngữ cảnh: 'Có biết vì sao CNXH xếp sau cùng trong các hình thái Kinh tế của thế giới không? VÌ NƯỚC NÀO ÁP DỤNG NÓ SẼ BỊ DIỆT VONG CMNR CÒN TỒN TẠI ĐÂU MÀ ÁP DỤNG HÌNH THÁI KINH TẾ KHÁC.' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ tục tĩu ('CMNR') và tuyên bố các quốc gia theo CNXH sẽ 'DIỆT VONG', mang tính công kích và cực đoan."
hate-speech-qa: Ngữ cảnh: 'Nguyễn Long vlin thật lun á bọn vô ý thức' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ tục tĩu 'vlin' và cụm từ 'bọn vô ý thức' để xúc phạm, hạ thấp giá trị một nhóm người."
hate-speech-qa: Ngữ cảnh: 'Cho em liếm lỗ nhị Thầy' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ 'liếm lỗ nhị' mang tính quấy rối tình dục, tục tĩu và hạ thấp nhân phẩm, đặc biệt khi nhắm vào giáo viên."
hate-speech-qa: Ngữ cảnh: 'Iu cô gái khơ me hàm răng trắng tác cái l** đen thui 🙏🙏' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ tục tĩu, miêu tả bộ phận sinh dục phụ nữ một cách thô tục, xúc phạm và phân biệt chủng tộc/màu da qua cụm từ 'cái l** đen thui'."
"hate-speech-qa: Ngữ cảnh: 'Đinh Nhật Uy cho ra lò ""chuyện vui cuối tuần "" vui thật !! vì chỉ xin đi phụ bếp mà đòi phải biết 29 thứ tiếng thì gắt quá! Chỉ có bác hù mới đủ thông minh để đáp ứng sự đòi hỏi này vì nghe nói bác củng biết 29 thứ tiếng,phải công nhận bác sáng suốt qu' Câu hỏi: Tại sao câu này độc hại?","Sử dụng biệt danh miệt thị ('bác hù') và giọng điệu mỉa mai để chế giễu, hạ thấp nhân phẩm và trí tuệ của cá nhân được nhắc đến."
hate-speech-qa: Ngữ cảnh: 'Con đĩ này bóng lộ nè' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ miệt thị giới tính ('con đĩ') và kỳ thị đồng tính ('bóng lộ') để xúc phạm, hạ thấp nhân phẩm người khác."
hate-speech-qa: Ngữ cảnh: 'Nhìn cái mặt nó kìa. Cặn bã 🖕🖕' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ 'cặn bã' và biểu tượng mang ý nghĩa 'Đụ má mày"" trực tiếp xúc phạm, hạ thấp nhân phẩm, thể hiện sự khinh miệt đối tượng."
hate-speech-qa: Ngữ cảnh: 'cả đoàn trốn trại...nói chuyện điên khùng' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng 'trốn trại' và 'điên khùng' để miệt thị, gán nhãn người khác mắc bệnh tâm thần, gây kỳ thị và xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Thôi anh ơi chuẩn bị về mở tiệm bánh tráng là được rồi' Câu hỏi: Tại sao câu này độc hại?,"Câu này 'miệt thị' và 'hạ thấp' người khác, ngụ ý họ chỉ xứng đáng với công việc 'mở tiệm bánh tráng' như một sự thất bại."
hate-speech-qa: Ngữ cảnh: 'Bây giờ biết thằng mặt heo là ai rồi' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ 'thằng' và 'mặt heo' là xúc phạm, hạ thấp nhân phẩm và miệt thị ngoại hình."
hate-speech-qa: Ngữ cảnh: 'dkm chung no ko tiem cho cac chau sau nay lay ai giu nuoc' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ 'dkm' là từ chửi thề tục tĩu, mang tính xúc phạm và hạ thấp người khác, thể hiện sự tức giận và thiếu tôn trọng."
"hate-speech-qa: Ngữ cảnh: 'Đậu mạ! Vịt nôm cái méo gì cũng có thể xảy ra. Trốn truy nã tại địa phương 26 năm, làm chánh văn phòng tại địa phương. Tất cả là nhờ sự lãnh đạo tài tình của đảng và nhà nước. Dân ta cứ yên tâm mà chết dần chết mòn đi' Câu hỏi: Tại sao câu này độc hại?","Sử dụng từ ngữ thô tục ('Đậu mạ!', 'méo gì') và kích động sự tuyệt vọng, coi thường mạng sống người dân ('chết dần chết mòn đi'), nhắm vào chính quyền."
hate-speech-qa: Ngữ cảnh: 'abe ochco =)))' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng ừ 'ochco' là thuật ngữ xúc phạm, ám chỉ sự kém thông minh hoặc khuyết tật trí tuệ, mang tính miệt thị và chế giễu."
"hate-speech-qa: Ngữ cảnh: 'Dạo này mấy bố ts giấy phát biểu hơi nhiều, phần lớn cho thấy tư duy kiến thức quá lạc hậu, nhiệt tình cộng với sự ngu dốt thì sẽ thành phá hoại 😤' Câu hỏi: Tại sao câu này độc hại?","Sử dụng từ ngữ miệt thị ('ts giấy'), xúc phạm trực tiếp ('ngu dốt') và gán nhãn tiêu cực ('phá hoại') để hạ thấp một nhóm người và quan điểm của họ."
hate-speech-qa: Ngữ cảnh: 'Lua dao nhung nguoi nhe long .lua dao cac dan mang . ve vn la may chet me do con be de cho nhu may se qua bao' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ ""chet me"", ""con be de cho"" mang tính xúc phạm nặng nề, miệt thị giới tính và đe dọa bạo lực."
"hate-speech-qa: Ngữ cảnh: 'Bán nước rõ ràng rồi, các cháu dư luận viên còn gì để sủa ko?' Câu hỏi: Tại sao câu này độc hại?","Sử dụng từ ngữ 'bán nước' vu khống, 'các cháu' hạ thấp và 'sủa' phi nhân hóa đối tượng, kích động thù địch và xúc phạm nghiêm trọng."
"hate-speech-qa: Ngữ cảnh: 'Con bóng đực kia cũng là dạng đầu trâu mặt ngựa, 2 mặt, nịnh bợ.' Câu hỏi: Tại sao câu này độc hại?","Sử dụng từ 'Con bóng đực' miệt thị giới tính. 'Đầu trâu mặt ngựa' xúc phạm, phi nhân hóa, hạ thấp nhân phẩm."
hate-speech-qa: Ngữ cảnh: 'Tụi học trò vô văn hóa' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng 'vô văn hóa' để gán nhãn tiêu cực cho toàn bộ nhóm học sinh, mang tính xúc phạm và miệt thị."
"hate-speech-qa: Ngữ cảnh: 'Mình đừng nói xạo nói láo nv chị k thích z , vì chị là chúa nói xạo rồi' Câu hỏi: Tại sao câu này độc hại?","Sử dụng từ xúc phạm “‘nói xạo’”, “‘nói láo’”, “‘chúa nói xạo’” nhằm công kích và hạ thấp người khác."
"hate-speech-qa: Ngữ cảnh: 'Ngay cả việc cứu dân vùng lũ mà chính tay bọn cầm đầu ở trên thủy điện gây ra mà chúng cũng ko làm được rồi lại đi ganh ghét với những người như PA vì đã giúp được dân và dân ủng hộ,nếu như ở mấy nước đa đảng thì nó lật cái bọn chóp bu này lâu rồi,ăn ở ko rồi lại địt thúi' Câu hỏi: Tại sao câu này độc hại?","Câu này độc hại vì sử dụng từ ngữ tục tĩu, xúc phạm như 'bọn cầm đầu', 'bọn chóp bu', 'địt thúi' để miệt thị và hạ thấp phẩm giá một nhóm người."
hate-speech-qa: Ngữ cảnh: 'Da bao dung nghe cs noi !!!' Câu hỏi: Tại sao câu này độc hại?,"Câu này mỉa mai, phản động với 'cs' (cộng sản), kích động thù địch chính trị."
hate-speech-qa: Ngữ cảnh: 'Sang đài loan nó kiện cho công ty đi tù ý còn ở việt nam thì dmcs nun' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ tục tĩu, xúc phạm như 'dmcs' (địt mẹ cộng sản) và 'nun' (nứng) để chửi bới, hạ thấp người khác hoặc hệ thống."
"hate-speech-qa: Ngữ cảnh: 'Vũ Thanh Huyền mày điên à, bà này đi công tác.' Câu hỏi: Tại sao câu này độc hại?","Từ 'điên' ('mày điên à') là lời lăng mạ trực tiếp, xúc phạm trí tuệ hoặc trạng thái tinh thần của người khác, mang tính hạ thấp và thiếu tôn trọng."
hate-speech-qa: Ngữ cảnh: 'Hồ Nguyễn Quốc Phú suy nghĩ ko sạch sẽ v nó dơ chỗ nào?? Bu lu bu la ở tội a thế đồ ấy hả 🤔 ngta cmt 1 dòng mà đi cmt lại 3 dòng hỉu rồi fans jack ko phân biệt độ tuổi có thể kết luận là trẩu' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng các từ ngữ miệt thị như 'suy nghĩ ko sạch sẽ', 'dơ', 'Bu lu bu la' và 'trẩu' để xúc phạm cá nhân và nhóm người, hạ thấp phẩm giá họ."
"hate-speech-qa: Ngữ cảnh: 'Có thể là do thế lực thù địch lợi dụng những hôm đêm tối đã ra đào bới bờ kè, khiến cho bờ kè bị sạt lở. Đây là 1 trong những chiêu trò kích động người dân của bè lũ phản động. :3' Câu hỏi: Tại sao câu này độc hại?","Sử dụng các cụm từ 'thế lực thù địch' và 'bè lũ phản động' để vu khống, kích động và gán nhãn tiêu cực cho một nhóm người, gây chia rẽ và thù hận."
hate-speech-qa: Ngữ cảnh: 'Thanh Trẻ Trâu đm :))))' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ miệt thị 'Trẻ Trâu' và tục tĩu 'đm' để xúc phạm cá nhân, hạ thấp phẩm giá người khác."
"hate-speech-qa: Ngữ cảnh: 'TÌM RA ĐƯỢC THỦ PHẠM TRỰC TIẾP HAY GIÁN TIẾP GIẾT NGƯỜI THÌ ĐÃ BỐN NGƯỜI THEO XÁC CHẾT CỦA NGƯỜI CHẾT XUỐNG ÂM PHỦ RỒI ...TRƯỜNG TỒN THẬT ,LUẬT QUẢ BÁO ĐƯỢC THẤY RÕ ...HAY NHẤT ,HIỆU QUẢ NHỨT ,THÀNH CÔNG NHẤT LÀ THAY ĐỔI CHẾ ĐỘ CSVN VÀ TRUNG CỘNG THÌ H' Câu hỏi: Tại sao câu này độc hại?","Chứa từ thù địch/chính trị cực đoan như “‘CSVN’”, “‘Trung Cộng’”, “‘giết người’”, nhằm công kích và kích động đối đầu giữa các nhóm."
hate-speech-qa: Ngữ cảnh: 'nổ quá bà ơi... bà nổ quá con cháu bà...ra đường ăn xin đó' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ công kích, mỉa mai và nguyền rủa như “‘nổ quá’”, “‘ra đường ăn xin’”, nhằm hạ nhục và xúc phạm người khác."
hate-speech-qa: Ngữ cảnh: 'Mẹ cái thằng não chó.... dân ta nghèo mới mới làm vậy! Địt mẹ mày biết cái lồn gì mà phán? Pape ngày càng xàm lồn' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng các từ ngữ tục tĩu, xúc phạm như 'não chó', 'Địt mẹ mày', 'cái lồn gì', 'xàm lồn' nhằm hạ thấp, lăng mạ đối tượng."
hate-speech-qa: Ngữ cảnh: 'Tao thấy nhiễm covid này toàn bọn nhiều tiền và thích đi du lịch đấy..' Câu hỏi: Tại sao câu này độc hại?,"Câu này kỳ thị, đổ lỗi cho một nhóm người cụ thể ('toàn bọn nhiều tiền và thích đi du lịch') về việc nhiễm bệnh, tạo sự chia rẽ xã hội."
hate-speech-qa: Ngữ cảnh: 'Đ’ nói nhiều cái thằng quốc khánh' Câu hỏi: Tại sao câu này độc hại?,"""'Đ’"" ('Đéo') là từ chửi thề tục tĩu. ""Cái thằng"" là cách gọi miệt thị, hạ thấp, xúc phạm người khác."
"hate-speech-qa: Ngữ cảnh: ':)) làm loạn không phải cách hay, giờ giả sử phá hết đó nó bắt đền bù ngược lại thì dân mình ko những còn ko đc đền bù mà còn chịu thiệt, hơn nữa mình tưởng những người công giáo sẽ ôn hòa chứ tức nước vỡ bờ thì cũng một ruột với lũ công an '' lỡ vuốt má '' à. cứ như buổi đầu của phong trào công nhân họ nghĩ họ chịu cực khổ vì do máy móc nên họ đập phá máy móc vậy' Câu hỏi: Tại sao câu này độc hại?","Sử dụng từ ngữ miệt thị ""lũ"" và so sánh xúc phạm ""một ruột với lũ công an 'lỡ vuốt má'"" để hạ thấp và gán ghép hành vi tiêu cực."
"hate-speech-qa: Ngữ cảnh: 'Chỉ có mấy con chó phản động ba que mới thích thú đọc những tin kiểu này để xuyên tạc chống phá! Nhưng cái bạn yên tâm là lũ chúng nó chỉ là 1 trong hàng triệu người dân vn thôi, ko làm ăn đk gì đâu! :))) chỉ nên mạng sủa sáng, sủa tối, sủa trưa, để' Câu hỏi: Tại sao câu này độc hại?","Sử dụng các từ ngữ 'con chó', 'phản động ba que', 'lũ chúng nó', 'sủa' để phi nhân hóa và miệt thị nhóm người có quan điểm chính trị khác biệt."
"hate-speech-qa: Ngữ cảnh: 'PhoBolsaTV :bien me đi,phỏng vấn tao lao,may về phong van gia đình mày đi.nhin may nguoi gia ma con ko tha,phoBolSa rất sam' Câu hỏi: Tại sao câu này độc hại?","Sử dụng các từ ngữ xúc phạm trực tiếp như 'bien me đi', 'tao lao', 'gia đình mày', 'sam' và công kích cá nhân, thiếu tôn trọng."
hate-speech-qa: Ngữ cảnh: 'Tức nước vỡ bờ. Cả một lũ chó hại dân' Câu hỏi: Tại sao câu này độc hại?,"Từ ngữ ""'lũ chó'"" là lời lẽ xúc phạm, hạ thấp nhân phẩm, so sánh một nhóm người với động vật để kích động thù ghét và coi thường."
"hate-speech-qa: Ngữ cảnh: 'Tàu cộng bản chất của nó là hèn và ảo tưởng sức mạnh, võ mồm, bay lượn y như trong mấy cái phim chưởng của nó thôi.' Câu hỏi: Tại sao câu này độc hại?","Sử dụng từ ngữ miệt thị 'Tàu cộng' và gán ghép các đặc điểm tiêu cực ('hèn', 'ảo tưởng sức mạnh', 'võ mồm') cho một nhóm dân tộc."
hate-speech-qa: Ngữ cảnh: 'là mày thì mày định làm gì hả thằng ad óc chó? đánh bom đập thủy điện của nó à?' Câu hỏi: Tại sao câu này độc hại?,"Từ 'óc chó' là lời lăng mạ, xúc phạm trí tuệ và hạ thấp nhân phẩm người khác."
hate-speech-qa: Ngữ cảnh: 'Nguyễn Đăng Khoa thg học trò l này :)))' Câu hỏi: Tại sao câu này độc hại?,"Từ 'l' là từ tục tĩu, xúc phạm nghiêm trọng, dùng để hạ thấp và miệt thị người khác."
hate-speech-qa: Ngữ cảnh: 'Đụ Má...... Con bede sấu nhất quả đất' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ tục tĩu 'Đụ Má' và từ miệt thị 'bede' nhắm vào người thuộc cộng đồng LGBTQ+, kết hợp với xúc phạm ngoại hình, thể hiện sự thù địch."
hate-speech-qa: Ngữ cảnh: 'Noi Tum lai hai thang đều ngu' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ miệt thị, hạ thấp giá trị người khác ('ngu'), mang tính xúc phạm trực tiếp."
"hate-speech-qa: Ngữ cảnh: 'Hay học pha thuốc nổ, qua bển du lịch đánh sập đập nhề?!' Câu hỏi: Tại sao câu này độc hại?","Kêu gọi 'pha thuốc nổ' và 'đánh sập đập' là kích động bạo lực, phá hoại, có tính chất khủng bố."
